0.99016,0.0049347
0.52025,0.27872
0.2879,0.46344
0.46016,0.32165
0.072205,0.73134
0.91109,0.045501
0.94284,0.029001
0.89586,0.053504
0.093758,0.69385
0.70605,0.15974
0.15501,0.60629
0.47354,0.31186
0.52189,0.27758
0.037638,0.80604
0.017309,0.86845
0.50236,0.29122
0.92946,0.035924
0.85408,0.075838
0.96122,0.019591
0.13014,0.63925
0.85161,0.077175
0.733,0.14385
0.9191,0.041304
0.48504,0.30356
0.27429,0.47627
0.98394,0.0080695
0.67677,0.17734
0.6084,0.22
0.69759,0.16478
0.63275,0.20455
0.47029,0.31422
0.90108,0.05075
0.53924,0.26568
0.68874,0.1701
0.26777,0.48254
0.36572,0.39526
0.98443,0.0078243
0.16168,0.59791
0.44014,0.33657
0.36151,0.39875
0.6913,0.16856
0.03887,0.80289
0.073585,0.72878
0.35338,0.40554
0.50338,0.29051
0.45609,0.32466
0.33817,0.41848
0.30147,0.45093
0.8524,0.076743
0.57035,0.24479
