0.64494,0.19692
0.14483,0.61944
0.49839,0.29403
0.59533,0.22842
0.93688,0.032073
0.97341,0.013383
0.5767,0.24059
0.17988,0.57588
0.10885,0.67008
0.69825,0.16439
0.2252,0.52545
0.94452,0.028135
0.69151,0.16843
0.62598,0.20881
0.77989,0.11689
0.38806,0.37705
0.47978,0.30734
0.17532,0.58129
0.89809,0.052323
0.14747,0.61598
0.78535,0.11381
0.31381,0.43981
0.1515,0.61077
0.63343,0.20412
0.58063,0.23801
0.81086,0.099526
0.31348,0.44011
0.82291,0.092858
0.086583,0.7058
0.33681,0.41965
0.74259,0.13826
0.75295,0.13227
0.26233,0.48782
0.84639,0.080009
0.56826,0.24617
0.17513,0.58152
0.82836,0.089858
0.96958,0.015326
0.78413,0.11449
0.72867,0.14638
0.93967,0.030636
0.47262,0.31254
0.79378,0.10906
0.15185,0.61032
0.44479,0.33307
0.793,0.10949
0.31094,0.44238
0.64147,0.19908
0.803,0.1039
0.96551,0.017406
