0.59783,0.22681
0.74689,0.13577
0.15366,0.608
0.13475,0.63292
0.49058,0.29959
0.69456,0.1666
0.22222,0.5286
0.84615,0.080137
0.96661,0.016842
0.63075,0.2058
0.25962,0.49047
0.019401,0.86076
0.84791,0.079181
0.87096,0.066749
0.70088,0.16282
0.81083,0.09954
0.17142,0.58597
0.2362,0.51401
0.51139,0.28489
0.094892,0.692
0.87502,0.064578
0.48718,0.30203
0.46088,0.32112
0.0033345,0.94227
0.099309,0.68487
0.98518,0.0074474
0.29574,0.45618
0.54475,0.26193
0.28869,0.4627
0.26839,0.48194
0.53732,0.26698
0.4579,0.32332
0.068921,0.73752
0.46033,0.32153
0.59706,0.22731
0.32288,0.43177
0.057342,0.76058
0.87345,0.065415
0.057872,0.75949
0.051902,0.77219
0.75712,0.12987
0.89315,0.054935
0.5859,0.23456
0.22654,0.52404
0.55108,0.25766
0.75512,0.13102
0.75222,0.13269
0.82577,0.091282
0.1882,0.56618
0.35894,0.40088
