1,1.4911e-05
0.07874,0.67063
0.24908,0.25198
0.005015,0.92847
1,3.882e-06
0.85169,-0.77335
0.0013567,0.96322
0.015529,0.86815
1,4.0143e-06
0.0019236,0.95612
0.24874,0.25273
1,2.4375e-05
1,6.3401e-05
0.051577,0.72141
1,5.5324e-06
0.8505,-0.77261
1,0.0001161
1,2.2514e-05
0.073532,0.6745
1,7.5298e-05
0.00048101,0.97828
1,4.9178e-06
0.84466,-0.75181
0.019151,0.85082
0.25606,0.24255
3.7719e-05,0.99703
0.45011,-0.12099
0.25373,0.24431
0.00070603,0.9736
0.452,-0.1234
1,1.5206e-05
0.43978,-0.080397
0.0063188,0.91932
0.25512,0.24309
0.0002074,0.98593
0.25628,0.24246
0.45373,-0.12421
0.0003107,0.98259
0.062742,0.69174
0.45331,-0.12413
0.25756,0.24217
0.43439,-0.042193
1,1.4163e-05
1,1.1487e-06
0.25759,0.24217
0.063556,0.69004
0.069897,0.67896
1,1.5431e-05
0.44813,-0.11675
0.00033106,0.98201
