0.25727,0.2422
0.84998,-0.7719
0.45185,-0.12327
1,1.4133e-05
0.23779,0.2919
1,1.0796e-06
0.65241,-0.45825
1,1.0979e-06
0.6524,-0.45825
1,6.3213e-05
1,5.6553e-06
0.0003786,0.98074
0.039635,0.76337
0.45333,-0.12414
0.64801,-0.45172
0.0021979,0.95305
1,4.4251e-06
0.077903,0.67106
1,2.8294e-05
0.25574,0.24271
1,1.2598e-05
0.058116,0.7027
0.067075,0.68336
0.25576,0.2427
0.0063397,0.91919
7.0422e-05,0.99206
0.25767,0.24217
0.25592,0.24262
0.23965,0.2834
0.24893,0.25228
1,6.2033e-06
1,7.4338e-05
1,1.3194e-05
0.65124,-0.45773
0.25293,0.24523
1,6.7864e-05
0.44956,-0.11999
0.0016087,0.95991
0.075898,0.67239
0.45208,-0.12347
0.066792,0.68385
1,1.9954e-05
0.64946,-0.45523
0.00039145,0.98041
1,2.6438e-05
1,2.5542e-05
0.65063,-0.4571
1,1.2279e-05
0.2531,0.24503
0.00076751,0.97242
