0.50464,0.18741,0.84274
0.92788,0.35809,0.1078
0.76382,0.4484,0.46424
0.97721,0.046991,0.20701
0.49987,0.16815,0.84962
0.53423,0.54425,0.64754
0.92063,0.38502,0.078642
0.82557,0.02949,0.5713
0.40727,0.42488,0.81291
0.8252,0.17892,0.5438
0.47609,0.34532,0.80876
9.7034e-08,0.88284,0.46998
0.80841,0.54042,0.23433
0.84766,0.35022,0.40063
0.95923,0.24689,0.14891
0.88178,0.42163,0.22365
0.48039,0.1114,0.87013
0.82213,0.17797,0.54105
0.018424,0.67427,0.73894
1.1658e-05,0.83137,0.55694
0.70997,0.53568,0.46258
0.81082,0.11846,0.57318
0.69752,0.045663,0.71517
0.23441,0.23915,0.9699
0.98769,0.023113,0.16542
5.2547e-07,0.73306,0.68071
0.98231,0.091085,0.17045
0.89573,0.024568,0.44393
0.394,0.43255,0.81097
0.45433,0.88786,0.073356
4.8548e-07,0.88448,0.4666
0.85738,0.18088,0.48185
0.85699,0.31628,0.42391
0.23756,0.84356,0.48164
0.020148,0.38087,0.92628
0.95168,0.30691,0.018491
0.50979,0.85604,0.086446
0.54961,0.64706,0.53266
0.92645,0.34545,0.14977
0.89983,0.41831,0.13474
0.6117,0.78834,0.075217
0.73911,0.36021,0.56919
0.94218,0.32893,0.06419
0.56516,0.78807,0.25349
2.8216e-08,0.98682,0.1627
0.55266,0.57693,0.60506
0.87254,0.49146,0.027612
0.72113,0.43751,0.53843
0.11084,0.464,0.89064
0.68476,0.45436,0.56979
