0.083989,0.43505,0.89656
6.3996e-06,0.74563,0.66636
0.018725,0.72188,0.69207
0.95841,0.15943,0.23863
0.79914,0.60047,0.046481
1.4554e-07,0.63272,0.77534
1.1043,0.50636,0.17908
0.6756,0.24581,0.69508
0.20274,0.59717,0.77607
0.52992,0.70681,0.46862
4.0443e-07,0.72321,0.69082
0.72923,0.07007,0.68067
0.936,0.27981,0.21815
0.8425,0.28786,0.45534
0.087993,0.48507,0.87468
0.9909,0.086111,0.10752
0.91691,0.18099,0.37693
0.30044,0.1866,0.93537
7.9225e-07,0.62911,0.77732
0.45059,0.56331,0.70325
0.00015974,0.21114,0.97747
0.65512,0.56016,0.53008
0.54352,0.37023,0.75333
0.55221,0.70431,0.44623
0.92049,0.35209,0.17131
0.83722,0.54492,0.054738
0.91588,0.24144,0.32637
0.31905,0.93388,0.16334
0.8832,0.44549,0.15148
0.94504,0.26183,0.20368
0.69114,0.033298,0.7229
0.99124,0.13159,0.011752
0.67222,0.6425,0.37674
0.53333,0.2336,0.81301
0.97539,0.014605,0.22232
0.48137,0.39688,0.78152
6.6487e-07,0.95835,0.2872
8.7985e-08,0.99136,0.13119
0.0040075,0.72646,0.6875
0.5612,0.046728,0.82671
0.55547,0.75591,0.36924
0.63841,0.34512,0.69502
0.76188,0.37835,0.53397
0.90063,0.4354,0.024272
0.29245,0.54973,0.79912
0.66448,0.21815,0.7163
0.0019638,0.84834,0.52948
0.96155,0.27461,0.0028075
7.9516e-06,0.732,0.68163
0.54314,0.7961,0.28774
