0.80893,0.22337,0.56104
0.95192,0.16951,0.2552
0.82879,0.057215,0.55703
7.4064e-05,0.81957,0.57303
0.76619,0.44691,0.46314
0.84206,0.40891,0.43814
9.8958e-07,0.90383,0.4279
4.4436e-07,0.80265,0.59676
0.89708,0.042634,0.45146
0.80925,0.40671,0.42643
0.9729,0.23697,0.055648
0.43262,0.29595,0.85162
0.52502,0.64921,0.55035
0.67746,0.082611,0.73645
0.42581,0.88755,0.17779
0.41589,0.26732,0.86924
0.97607,0.20964,0.078631
3.3629e-07,0.93524,0.35412
0.7108,0.65567,0.37204
0.61332,0.10595,0.78269
0.43892,0.73237,0.52365
0.98207,0.1756,0.083614
0.37093,0.80996,0.45428
0.52845,0.35887,0.76938
0.46927,0.80552,0.36183
0.64014,0.76191,0.099228
0.56531,0.0083383,0.82739
1.0174,0.3517,0.13683
0.55965,0.53946,0.62939
0.50348,0.83284,0.23619
0.1145,0.25063,0.96997
0.97795,0.12715,0.18229
0.069821,0.47052,0.87962
1.2291,0.34572,0.50227
3.85e-06,0.85519,0.52122
0.0040542,0.72518,0.6901
0.68912,0.17553,0.70306
0.55479,0.21108,0.80477
0.67496,0.67349,0.40138
0.96171,0.23358,0.15025
0.47266,0.46698,0.74735
0.21573,0.90531,0.37244
0.53338,0.81728,0.21809
0.91968,0.35267,0.18459
0.26724,0.93117,0.248
0.56836,0.56009,0.60271
0.00019907,0.94523,0.32763
0.63265,0.18257,0.75813
0.85659,0.49607,0.15007
0.75735,0.60646,0.2925
