0.45268,-0.12389
0.25693,0.24226
0.65014,-0.45643
0.083252,0.66967
0.25746,0.24219
0.25752,0.24217
0.65044,-0.45686
0.45308,-0.12406
1,6.8666e-05
1,8.6926e-07
0.084811,0.66983
0.45382,-0.12421
0.085343,0.66995
1,4.6504e-06
0.65224,-0.45823
1,1.4313e-05
0.25908,0.24239
0.45459,-0.1241
0.45475,-0.12404
1,1.4916e-05
1,1.3391e-05
0.25999,0.24283
1,3.5898e-06
0.65506,-0.45614
0.65486,-0.45647
0.45257,-0.12382
0.45241,-0.12372
0.25692,0.24225
1,3.1265e-05
1,2.281e-05
1,2.1194e-05
0.8401,-0.71629
1,7.0114e-05
1,2.171e-05
1,4.651e-06
1,1.8195e-05
1,7.2013e-05
0.25689,0.24227
0.082508,0.66967
1,4.1165e-06
1,1.4364e-05
1,1.6283e-05
1,1.8492e-05
1,1.5468e-05
0.25684,0.24228
0.25698,0.24225
1,3.5927e-06
0.83005,-0.5828
1,1.5656e-05
1,1.8102e-05
