1,1.5346e-05
0.83385,-0.64186
1,1.6577e-05
1,4.2365e-06
0.25743,0.24218
0.25756,0.24217
0.2577,0.24217
1,4.9185e-06
0.65046,-0.45689
0.25812,0.24219
1,1.1417e-05
0.25856,0.24225
1,1.149e-05
0.25867,0.24228
0.25878,0.24231
0.086176,0.67019
1,4.0462e-06
0.83051,-0.5908
0.4546,-0.12409
0.65298,-0.45819
1,1.2232e-05
0.45502,-0.12392
0.26019,0.24295
1,2.4464e-06
1,4.9052e-05
1,8.6178e-05
0.25695,0.24226
1,4.2236e-06
1,8.6468e-07
1,1.9504e-05
1,4.8346e-06
1,7.7454e-05
0.84363,-0.74522
1,1.7875e-05
0.25695,0.24226
1,7.4093e-05
0.45234,-0.12368
1,1.6319e-05
0.25665,0.24233
1,4.8591e-06
0.25679,0.24229
0.25689,0.24227
0.082498,0.66967
1,8.5356e-05
0.83912,-0.7065
0.25661,0.24234
0.25683,0.24228
0.2569,0.24227
1,1.6886e-05
0.45264,-0.12386
