0.082516,0.66967
0.082706,0.66966
0.25717,0.24221
0.2572,0.24221
1,1.0506e-06
0.84545,-0.75625
0.45306,-0.12406
1,7.9948e-07
0.84535,-0.75574
0.084959,0.66986
1,1.6371e-05
0.83156,-0.60769
0.25862,0.24226
0.2588,0.24231
1,2.4249e-05
0.25903,0.24238
0.25941,0.24253
1,6.3422e-05
0.65301,-0.45817
1,6.4475e-05
0.4549,-0.12397
1,1.2288e-05
0.65321,-0.4581
0.65365,-0.45784
1,1.2416e-05
1,1.8195e-05
0.45273,-0.12391
1,1.522e-05
1,1.6227e-05
0.64969,-0.45567
1,1.7871e-05
1,1.6286e-05
0.25689,0.24227
0.45201,-0.12341
0.45236,-0.12368
0.25679,0.24229
1,7.1414e-05
1,9.3273e-05
1,5.6231e-05
1,1.7748e-05
1,7.0299e-05
1,9.0041e-05
1,4.3977e-06
1,1.8292e-05
0.0824,0.66968
0.65033,-0.45671
0.25677,0.2423
0.84528,-0.75534
0.64702,-0.44855
0.25697,0.24225
