1,5.085e-07,1.0955e-06
0.00028494,0.00024106,1
1.9323e-06,1.7021e-06,1
1,5.0468e-07,1.0967e-06
0.00036222,0.00080068,1
2.6198e-06,1,1.1707e-06
0.00051051,0.00019669,1
7.7045e-07,1,7.4923e-07
0.0010668,0.0009854,1
0.012612,0.99999,0.0089701
1.4834e-06,1.1808e-06,1
0.010151,1.0001,0.010916
9.5586e-07,2.0993e-06,1
6.9756e-07,1.7718e-06,1
0.00022833,0.00026355,1
1,8.9994e-07,6.3648e-07
0.010995,1.0006,0.0088165
0.032231,1.0063,0.0050214
1.8653e-07,1.0918e-07,1
1.4943e-06,1.5696e-06,1
0.29875,0.078266,0.99854
0.17611,0.014905,0.9843
0.017844,1.2549,0.20246
2.5822e-08,2.746e-08,1
0.00085143,0.0020911,1.0004
0.11243,0.083568,1.0198
0.0032559,0.041161,0.99918
1,8.0687e-07,7.0762e-07
4.8118e-05,6.3891e-05,1
9.5117e-07,1,5.5806e-07
1.1992e-06,1.2478e-06,1
0.0020976,1.0001,0.0014485
4.8428e-07,6.2806e-07,1
0.26093,1.052,0.26018
1.1997e-06,5.5997e-07,1
1.2418e-06,1.2279e-06,1
1,7.1923e-07,6.3369e-07
1,1.7771e-06,1.0197e-06
1.7235e-06,5.4853e-07,1
1,2.5129e-06,1.2615e-06
4.005e-05,0.00010568,1
0.023778,1.0039,0.0051364
0.009356,1.001,0.010863
0.010911,1.0016,0.0095578
5.9564e-07,7.4684e-07,1
1.6199e-06,1.2062e-06,1
1.3838e-06,1.2513e-06,1
0.83617,0.32674,0.55969
1,6.4979e-07,7.6909e-07
1,9.1146e-08,3.2671e-07
