4.3237e-07,3.4306e-07,1
3.0218e-07,6.1112e-07,1
3.9687e-07,3.586e-07,1
1.089e-07,1.2545e-07,1
0.28207,0.98478,0.025434
0.094373,0.5993,0.80954
1,7.3202e-07,1.6002e-06
3.7485e-05,4.6445e-05,1
8.7658e-08,2.1095e-07,1
1,5.4536e-07,5.5748e-07
0.019209,0.0268,1.0018
8.0992e-07,6.5668e-07,1
5.0433e-08,2.2007e-08,1
3.8186e-07,3.663e-07,1
1,6.9147e-07,7.6424e-07
1,6.6374e-07,6.6067e-07
1.0005,0.0072144,0.012866
8.0912e-07,8.7771e-07,1
5.6719e-07,4.5252e-07,1
1,1.1974e-06,1.4043e-06
5.6072e-07,1,8.4516e-07
2.7104e-07,2.9376e-07,1
1.0462,0.12,0.031436
5.0177e-07,4.3428e-07,1
1,1.2473e-06,1.4121e-06
1,1.754e-06,1.2955e-06
1,8.6403e-07,6.6594e-07
3.3606e-07,2.5147e-07,1
1.2014e-06,6.0791e-07,1
4.1216e-08,1,6.5993e-08
1,5.3897e-08,4.6813e-08
0.16358,0.078092,0.98787
0.12449,0.0096615,1.0311
0.0011104,0.00085213,1
7.9435e-07,6.8019e-07,1
1.0131e-06,7.3927e-07,1
0.0086706,0.99989,0.014307
5.6243e-05,4.1363e-05,1
0.0089571,0.99989,0.013322
1.5568e-06,1.9645e-06,1
1,2.0123e-06,1.9766e-06
3.087e-05,3.679e-05,1
9.6571e-08,1,3.4308e-08
0.1159,0.09936,1.003
6.096e-07,1.8096e-06,1
0.51114,0.95387,0.25836
9.5085e-06,7.7771e-06,1
2.7125e-06,2.229e-06,1
1.2532,0.19321,0.34522
2.1847e-06,8.9899e-07,1
