0.83412,0.086701
0.034159,0.81521
0.12577,0.64536
1,1.1308e-05
0.0054748,0.92607
0.12306,0.64922
0.057398,0.76043
0.020613,0.85647
1,1.4983e-05
0.0013273,0.9637
0.21354,0.53792
0.002954,0.94574
1,9.8162e-06
1,8.4456e-06
1.6352e-06,1.0032
0.53512,0.26849
0.0065138,0.91935
0.31858,0.43558
1,9.9903e-06
1,6.6949e-07
0.098912,0.6855
0.012843,0.88671
1,6.6389e-07
0.00035899,0.98126
0.00029262,0.98312
1,1.4363e-05
0.096398,0.68953
1,5.8588e-07
0.99998,2.0217e-05
0.99995,3.6541e-05
1,6.5474e-07
1,9.0741e-06
0.071,0.73355
0.0081986,0.90951
0.041703,0.79582
0.78878,0.11188
1,8.0777e-06
0.0049796,0.92949
0.027,0.83569
0.48063,0.30674
1,8.628e-06
0.13393,0.63405
0.085461,0.70769
0.0050628,0.92892
0.1138,0.66266
0.13903,0.62713
0.87474,0.064735
0.99998,2.1516e-05
1,6.3253e-07
0.15919,0.60102
