0.72861,0.14643
0.060129,0.7548
0.019002,0.8622
0.0023871,0.95123
1,1.206e-05
1,1.35e-05
0.010291,0.8986
0.053761,0.76817
0.99999,1.9711e-05
0.12864,0.64134
0.00093729,0.96951
1,5.8815e-07
0.77772,0.11811
0.25874,0.49134
0.15116,0.61123
0.0053758,0.92674
0.58959,0.23217
1,7.0981e-07
0.001066,0.96747
0.53787,0.26662
0.012284,0.88923
0.7048,0.16049
1,1.1453e-05
1,9.3303e-06
0.005385,0.92668
0.035989,0.8103
0.032512,0.81973
1,1.3725e-05
1,9.3235e-06
0.17523,0.5814
0.78141,0.11604
0.35239,0.40638
0.48522,0.30343
1,6.356e-07
0.090124,0.6998
0.00070583,0.97358
1,7.6741e-07
0.22019,0.53076
0.86606,0.069376
1,9.7555e-06
1,5.9177e-07
1,9.8358e-06
1,1.5805e-05
0.0023564,0.95156
1,9.2369e-06
0.59481,0.22878
0.01787,0.86637
1,1.504e-05
1,1.1785e-05
1,1.0296e-05
