0.84901,0.078596
0.011419,0.89319
0.24753,0.50248
0.036646,0.8086
1,9.0539e-06
0.1423,0.62278
0.067415,0.74036
1,1.1449e-05
1,1.1151e-05
0.83022,0.088842
0.99976,0.0001363
0.3113,0.44206
0.079702,0.71769
0.03048,0.82542
0.99999,1.8242e-05
0.013898,0.88215
0.18837,0.566
0.63915,0.20053
0.22031,0.53065
0.070753,0.73401
1.3751e-05,0.99732
0.17767,0.57849
1,8.2169e-06
0.010517,0.89746
0.24008,0.51003
1,1.1671e-05
0.5523,0.25685
0.02148,0.85348
1,1.5486e-05
0.034334,0.81474
1,7.706e-07
0.065161,0.74474
1,9.497e-06
1,9.3849e-06
1,9.6903e-06
0.016217,0.87267
1,8.1545e-06
0.30404,0.44862
1,9.4176e-06
1,8.5232e-06
0.0004793,0.97828
0.020356,0.85737
1,1.2542e-05
0.60647,0.22124
0.01819,0.86516
1,8.1861e-06
0.0099708,0.90019
0.03571,0.81104
0.0002057,0.98592
0.99328,0.0033787
