0.04693,0.78339
0.021722,0.85266
0.51339,0.2835
1,1.0103e-05
0.0086931,0.90677
0.2776,0.47314
0.19603,0.55726
0.068158,0.73896
0.13525,0.63224
0.0039898,0.9369
0.31892,0.43527
0.99999,1.7955e-05
1,5.8873e-07
0.017366,0.86826
1,8.827e-06
0.99998,1.9519e-05
0.047775,0.78146
0.0099755,0.90018
1,8.114e-06
0.0034452,0.94139
0.0030092,0.94522
0.0912,0.69801
0.017745,0.86684
0.012975,0.88613
0.0001446,0.98829
0.20629,0.54582
0.99999,1.339e-05
0.6257,0.20899
0.47087,0.31382
0.99999,1.4744e-05
0.065434,0.74422
0.12316,0.64906
1,1.5258e-05
0.018911,0.86253
0.16781,0.59037
0.069029,0.73727
1,1.2497e-05
0.00030118,0.98287
0.035693,0.81108
1,7.9565e-06
0.010974,0.8953
0.14214,0.62299
0.015611,0.8751
0.039257,0.80187
1,1.2748e-05
1,1.0921e-05
1,9.0235e-06
1,1.162e-05
1,9.4206e-06
0.98936,0.0053447
