0.58369,0.23602
0.0084695,0.90803
0.02292,0.84865
0.010261,0.89875
1,1.0413e-05
0.0099952,0.90007
1,7.8532e-06
0.0046112,0.93216
0.0039467,0.93724
1,8.1883e-06
0.013333,0.88457
0.21023,0.5415
0.26336,0.48682
0.020362,0.85732
0.75355,0.13193
0.053342,0.76907
0.058529,0.75808
1,8.7858e-06
1,6.3443e-07
0.54311,0.26305
0.11922,0.65473
0.083251,0.71148
0.30353,0.44908
1,1.2709e-05
1,5.7858e-07
0.55408,0.25564
0.82167,0.093546
0.15169,0.61055
1,5.972e-07
1,1.2332e-05
1,7.9359e-06
0.0014214,0.9624
1,8.9358e-06
0.0051542,0.92827
0.020767,0.85593
0.10258,0.67972
1,8.9054e-06
5.262e-06,0.99987
0.62677,0.20833
0.11246,0.66466
1,5.9138e-07
0.00033008,0.98204
0.011116,0.89462
0.0053414,0.92697
0.039501,0.80128
1,1.1969e-05
0.002132,0.95394
0.22256,0.52824
0.091928,0.69681
0.056792,0.76169
