0.49396,0.20049,0.84606
0.10068,0.89239,0.43989
0.69439,0.067622,0.71642
0.079869,0.63734,0.76643
0.86799,0.36484,0.33692
0.76812,0.56637,0.29933
0.98617,0.1565,0.054519
0.16381,0.58029,0.79777
0.74487,0.32761,0.58124
0.43872,0.89835,0.022048
0.97507,0.1807,0.1288
0.20504,0.019982,0.98217
0.12989,0.94537,0.29901
0.48434,0.16279,0.86535
0.8733,0.44994,0.18684
0.31396,0.36529,0.87635
0.027114,0.63057,0.77566
0.53751,0.42201,0.73007
0.41073,0.91153,0.020242
0.53072,0.24752,0.81067
0.1355,0.18708,0.97296
0.33103,0.56728,0.75407
0.97467,0.11148,0.1939
0.35728,0.22201,0.90723
0.24703,0.86245,0.44177
0.57398,0.17072,0.80088
0.97592,0.099791,0.19396
0.18342,0.51415,0.83786
0.83551,0.29922,0.46086
0.55732,0.82328,0.10773
0.038242,0.82413,0.56511
0.9121,0.12386,0.39081
0.38139,0.25766,0.88778
0.91293,0.3375,0.22945
0.12953,0.97162,0.19792
0.8573,0.29114,0.42458
0.2968,0.93422,0.19785
0.60222,0.024688,0.79795
0.32482,0.61516,0.71839
0.95717,0.027818,0.28818
0.82137,0.11363,0.55896
0.30461,0.8525,0.4248
0.37799,0.92559,0.020188
0.10311,0.088885,0.99069
0.012121,0.89104,0.45377
0.32494,0.94573,0.0041218
0.14678,0.32003,0.93597
0.083969,1.109,0.54208
0.45687,0.35922,0.81378
0.2637,0.84402,0.46701
