0.43357,0.85623,0.28087
0.26267,0.91699,0.3002
0.26702,0.81479,0.5146
0.82369,0.42714,0.37294
0.04695,0.79098,0.61003
0.88117,0.26108,0.39418
0.73427,0.51107,0.44683
0.97955,0.095785,0.17696
0.85396,0.049646,0.51797
0.24183,0.36601,0.89864
0.8699,0.053725,0.49029
0.28822,0.46038,0.83963
0.25451,0.6443,0.72119
0.53622,0.26759,0.80054
0.93331,0.34346,0.10474
0.054831,0.31396,0.94785
0.97825,0.2006,0.05276
0.55074,0.76045,0.3441
0.92368,0.34719,0.16207
0.13648,0.49943,0.85554
0.2494,0.16295,0.95459
0.043333,0.8964,0.44112
0.79344,0.45017,0.40964
0.54243,0.12161,0.83125
0.56923,0.29847,0.76609
0.2606,0.61961,0.74052
0.33115,0.64118,0.69226
0.19612,0.92891,0.31409
0.96659,0.21037,0.14648
0.11103,0.44548,0.88838
0.16871,0.28983,0.94209
0.91237,0.19687,0.35892
0.54834,0.098394,0.83044
0.29662,0.40957,0.86271
0.36815,0.76653,0.52621
0.90272,0.11655,0.41413
0.41788,0.87417,0.24739
0.71811,0.62917,0.29742
0.38085,0.1811,0.90673
0.14025,0.025507,0.98979
0.95907,0.28055,0.038471
0.75743,0.46449,0.45888
0.90751,0.036891,0.41849
0.23506,0.91729,0.32143
0.20561,0.18878,0.96025
0.19971,0.60565,0.77035
0.80826,0.46821,0.35706
0.012445,0.99347,0.11345
0.14625,0.96495,0.21792
0.099628,0.80294,0.58768
