0.16463,0.19983,0.9659
0.79035,0.46709,0.39647
0.093039,0.40697,0.90869
0.46682,0.55133,0.69146
0.51945,0.82045,0.23883
0.095969,0.062805,0.9934
0.4836,0.7465,0.45703
0.68396,0.45454,0.57061
0.64235,0.20515,0.73845
0.9227,0.26906,0.27611
0.84082,0.16354,0.51602
0.78532,0.4878,0.3812
0.38476,0.41189,0.82602
0.73913,0.42343,0.52383
0.82275,0.54574,0.15892
0.8714,0.0054086,0.49054
0.73913,0.58711,0.33013
0.30301,0.49251,0.81589
0.78584,0.11139,0.60864
0.4871,0.26045,0.83361
0.85325,0.020175,0.52112
0.96548,0.079558,0.24802
0.42648,0.14047,0.89352
0.40465,0.87984,0.25008
0.4327,0.094545,0.89657
0.46788,0.81203,0.34885
0.96674,0.25575,0.0030094
0.40588,0.76617,0.49825
0.31854,0.62125,0.71595
0.25894,0.96515,0.037999
0.33064,0.41325,0.84853
0.68357,0.6233,0.37976
0.88538,0.020169,0.46443
0.82506,0.538,0.17275
0.32149,0.50514,0.80092
0.70329,0.59019,0.39632
0.98864,0.022523,0.1486
0.93504,0.28871,0.20578
0.39902,0.86011,0.3179
0.43614,0.53203,0.72576
0.37379,0.18,0.90988
0.57556,0.81153,0.10078
0.78007,0.61637,0.10758
0.11688,0.99269,0.030172
0.84898,0.435,0.30002
0.84521,0.33545,0.41606
0.15448,0.12097,0.98056
0.21757,0.27447,0.93666
0.83936,0.50097,0.21098
0.91233,0.093531,0.39863
