0.93532,0.34375,0.083699
0.26175,0.5883,0.76511
0.89252,0.34893,0.28575
0.34479,0.93859,0.013176
0.62692,0.027836,0.77859
0.02022,0.62596,0.77959
0.19489,0.9562,0.21841
0.48458,0.096502,0.86941
0.787,0.057388,0.61463
0.17795,0.23779,0.95488
0.11134,0.55816,0.82223
0.98132,0.10419,0.16172
0.93371,0.27358,0.23096
0.27075,0.48808,0.82974
0.43955,0.82498,0.35526
0.08834,0.99047,0.10563
0.75123,0.56751,0.33702
0.99632,0.080901,0.028282
0.79369,0.44862,0.41085
0.94059,0.059587,0.33427
0.69987,0.50532,0.50481
0.33275,0.50799,0.79449
0.57216,0.27869,0.77134
0.84475,0.23706,0.4798
0.147,0.13093,0.98043
0.95222,0.24379,0.18399
0.93277,0.34238,0.11283
0.89415,0.4415,0.074703
0.12497,0.9177,0.3771
0.86158,0.47566,0.1773
0.795,0.34426,0.49948
0.17736,0.50849,0.84275
0.93986,0.31839,0.12368
0.19722,0.98015,0.020166
0.51451,0.78603,0.34269
0.92014,0.19531,0.33941
0.56304,0.82618,0.020314
0.34701,0.82811,0.44025
0.55657,0.50247,0.66163
0.86371,0.10595,0.49272
0.019462,0.27303,0.96181
0.78436,0.055498,0.61782
0.73449,0.66034,0.15643
0.8635,0.29977,0.4056
0.3159,0.14602,0.93749
0.37255,0.79893,0.47215
0.92821,0.36443,0.074917
0.17799,0.80496,0.566
0.22186,0.97466,0.028642
0.38321,0.90845,0.16697
